rank_gfa,address_fin,postal_code,postal_office_fin,main_purpose_fi,gross_floor_area,volume,number_of_storeys,apartment_count,heating_method_fi,heating_energy_source_fi,facade_material_fi,load_bearing_material_fi,construction_method_fi,completion_date,usage_status_fi,permanent_building_identifier,property_identifier,lon,lat,building_key
2182,Jakomäentie 4,00770,HELSINKI,Kerrostalo,5028,20808,5,63,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2017-03-20,Käytetään vakinaiseen asumiseen,1007346893,09104102000024,25.07201025,60.25835541,c9a3aab9-7269-43e1-9de8-635b2e5e685e
2183,Lääkintälotanrinne 3 | Tilkankatu 16 | Lasarettikuja 4,00300,HELSINKI,Kerrostalo,5027,19020,8,73,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2006-09-22,Käytetään vakinaiseen asumiseen,1032670239,09101607460003,24.89855617,60.19865997,3bcf05c5-9b90-4c87-b878-3e10303e425e
2184,Bertha Pauligin katu 2a | Gustav Pauligin katu 3,00990,HELSINKI,Kerrostalo,5027,18253,7,62,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,2023-04-26,Käytetään vakinaiseen asumiseen,1039394660,09105400990012,25.15084639,60.20651416,62d0535a-d060-4d6b-9467-40cbff19c1f2
2185,Viipurinkatu 2,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",5024,21468,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1979-01-01,Tyhjillään,1031806170,09101203700001,24.94827607,60.19036703,de459db4-c948-4891-826f-5d6fbc9b6cc9
2186,Marjaniementie 70 | Virvatulentie 3,00930,HELSINKI,Kerrostalo,5023,18400,5,62,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1999-10-28,Käytetään vakinaiseen asumiseen,101623233T,09104505060002,25.07468221,60.20762169,e457bb69-c3e9-4b6e-b4cd-f4cca19fe47b
2187,Laivanvarustajankatu 2 | Neitsytpolku 2b,00140,HELSINKI,Kerrostalo,5022,22192,5,70,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,,1928-01-01,Käytetään vakinaiseen asumiseen,103113092S,09100701300003,24.94959604,60.15648066,0d1b0138-7845-4b2c-8deb-c42534a97435
2188,Klaavuntie 10,00910,HELSINKI,Kerrostalo,5022,17948,3,70,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,,1961-01-01,Käytetään vakinaiseen asumiseen,102002549T,09104502080004,25.09598795,60.21117163,95361e29-ce51-40fd-a991-81785ef56727
2189,Mannerheimintie 6,00100,HELSINKI,Julkinen rakennus,5021,21169,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1870-01-01,Tyhjillään,103055985L,09100400620001,24.94199927,60.16702445,5dc37d73-5492-495f-822e-9ca7b2939565
2190,Trumpettitie 3 | Trumpettipolku 6,00420,HELSINKI,Kerrostalo,5019,15227,4,67,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1977-12-31,Käytetään vakinaiseen asumiseen,1009144926,09103301680001,24.86924846,60.23936616,3490097c-5c24-4104-a395-687cd5da610d
2191,Alppikatu 3 | Toinen linja 35,00530,HELSINKI,Kerrostalo,5018,18222,8,65,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,,1964-01-01,Käytetään vakinaiseen asumiseen,103161194E,09101103100035,24.94117989,60.18472412,11b01648-9b0d-475e-a602-fd491f819aa2
2192,Hietasaarenkuja 7 | Suezinkatu 7,00220,HELSINKI,Kerrostalo,5017,22066,8,44,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2014-10-21,Käytetään vakinaiseen asumiseen,1033890975,09102008040002,24.91910162,60.158565,f266bfb2-ac87-457f-bcce-363ed572708f
2193,Köydenpunojankatu 1 | Hietalahdenranta 15,00180,HELSINKI,Kerrostalo,5016,20114,6,32,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1905-12-31,Käytetään vakinaiseen asumiseen,103065344H,09100400820002,24.92737192,60.16173058,42edd5e0-6716-43bb-b818-5d70b9a04908
2194,Trumpettitie 8 | Trumpettipolku 9,00420,HELSINKI,Kerrostalo,5014,15514,4,67,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1978-12-31,Käytetään vakinaiseen asumiseen,1009146144,09103301970001,24.86739897,60.23947117,836f6dab-e12a-4cae-af46-368a9a66caa4
2195,Fredrikinkatu 62 | Arkadiankatu 16,00100,HELSINKI,Kerrostalo,5012,19175,6,54,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1924-01-01,Käytetään vakinaiseen asumiseen,103190254V,09101304100062,24.92712553,60.17107699,5853a007-456e-4502-b52b-9a6b7ac575b5
2196,Kristianinkatu 2 | Maurinkatu 16,00170,HELSINKI,Kerrostalo,5011,18989,5,65,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1929-12-31,Käytetään vakinaiseen asumiseen,1030271714,09100100250002,24.95931707,60.17551974,963fad0b-f6c3-4a81-b477-386fd42312fc
2197,Messitytönkatu 15 | Jaalaranta 13 | Messipojankuja 6,00180,HELSINKI,Kerrostalo,5011,17700,7,53,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1995-12-29,Käytetään vakinaiseen asumiseen,103295061R,09102000140002,24.9113865,60.15973699,e7fcfd43-6631-4d84-b669-0a4fef746705
2198,Kahvikatu 1 | Leikosaarentie 32,00990,HELSINKI,Kerrostalo,5009,22700,5,54,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2016-09-19,Käytetään vakinaiseen asumiseen,103509638K,09105401480001,25.14877737,60.20448245,24bdccbb-8d79-45d7-9070-73f56431f733
2199,Työnjohtajankatu 7 | Peltisepänkuja 1,00880,HELSINKI,Kerrostalo,5004,16100,8,44,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2021-12-15,Käytetään vakinaiseen asumiseen,103821120C,09104300540004,25.03620297,60.19651296,71d0e267-1233-4796-aebb-16df5204d9b5
2200,Malagankatu 4,00220,HELSINKI,Kerrostalo,5004,21750,8,76,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2018-04-12,Käytetään vakinaiseen asumiseen,103575921R,09102008160004,24.91416664,60.15767002,8c4a35b5-eb6c-4e7e-b696-5b6d57bc1544
2201,Korkeavuorenkatu 9 | Tarkk'ampujankatu 4,00140,HELSINKI,Kerrostalo,5001,20798,5,54,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,,1926-01-01,Käytetään vakinaiseen asumiseen,103103789N,09100701050004,24.9470164,60.16085983,7e6fa729-7ddc-4c1a-af96-592c81b312fd
2202,Tapulikaupungintie 15 | Suuntimotie 32,00750,HELSINKI,Kerrostalo,5000,18755,7,66,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2001-01-24,Käytetään vakinaiseen asumiseen,102241453C,09104001180014,25.03595606,60.27697559,06f0bd18-0f96-4786-b9e0-a02f497720c2
2203,Malmin kauppatie 8 | Örskintie 2,00700,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",5000,20015,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1987-12-31,Tyhjillään,1014858193,09103801020008,25.00657577,60.24979939,1a1e2fbc-bae9-42ef-8af5-9a7d066a3769
2204,Lääkintälotanrinne 1 | Sanitäärinkatu 6 | Lääkintälotanrinne 2 | Sanitäärinkatu 4,00300,HELSINKI,Kerrostalo,5000,20640,7,64,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2006-09-27,Käytetään vakinaiseen asumiseen,103247837C,09101607000004,24.90010799,60.19865762,1a29fc93-d9bf-4cc9-beb1-8cfacba238c9
2205,Hiomotie 18,00380,HELSINKI,Kerrostalo,5000,16659,8,62,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1999-02-24,Käytetään vakinaiseen asumiseen,1016525074,09104600680006,24.87411837,60.21941423,335982a9-0605-4eed-988f-85753989505e
2206,Kapteeninkatu 9 | Tehtaankatu 22,00140,HELSINKI,Kerrostalo,5000,21289,5,48,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1907-01-01,Käytetään vakinaiseen asumiseen,103113063U,09100701280022,24.94614913,60.15800809,4722cb28-60c8-443d-8a4f-77296985d6b0
2207,Kaanaankatu 6 | Kaanaanpiha 2,00560,HELSINKI,Kerrostalo,5000,20100,8,62,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2012-02-16,Käytetään vakinaiseen asumiseen,1033568586,09102706710014,24.98027492,60.21179505,716a4c2d-d9d6-49e3-8906-74c23e61eb45
2208,Pohjoinen Rautatiekatu 25,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",5000,22000,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1999-08-13,Tyhjillään,1031997462,09101304140006,24.92575342,60.16939384,a3daaa35-347a-4971-bc79-56e1bade02eb
2209,Myllykallionrinne 1,00200,HELSINKI,Julkinen rakennus,5000,21982,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1958-12-31,Tyhjillään,100724195K,09103100490001,24.86893641,60.15877345,b0a9dbaf-e698-4f26-b18d-3bdab9a601d5
2210,Talin puistotie 6 | Purotie 5,00380,HELSINKI,Kerrostalo,4999,18105,6,64,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1997-12-31,Käytetään vakinaiseen asumiseen,101632985C,09104600050006,24.86658755,60.21639208,17dde96a-4cd6-4bbe-b8d4-d765ed48b826
2211,Läkkisepänpolku | Läkkisepäntie 11,00620,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",4999,24400,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1989-12-31,Tyhjillään,103429689K,09102802970005,24.93915909,60.21896775,3d1a2f4a-1c0a-42a5-af54-2e11f259faf1
2212,Stenbäckinkatu 2 | Mannerheimintie 104,00250,HELSINKI,Kerrostalo,4999,19208,6,66,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1929-01-01,Käytetään vakinaiseen asumiseen,1032290799,09101405130076,24.9162118,60.18939977,cc8edecc-06bb-43ea-b581-ec488c00f773
2213,Näyttelijäntie 13,00400,HELSINKI,Kerrostalo,4998,17510,7,68,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1996-03-28,Käytetään vakinaiseen asumiseen,103448405A,09102901360001,24.89357218,60.23052102,4e0cc75d-0e04-4e27-a5f1-abfbae450ea9
2214,Tilkankatu 23b | Hilda Flodinin kuja 5,00300,HELSINKI,Kerrostalo,4997,17800,5,68,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1994-12-16,Käytetään vakinaiseen asumiseen,1032570021,09101607070006,24.89580643,60.20074511,8f147061-9dad-4cab-a459-f208ae147ac9
2215,Hämeentie 12,00530,HELSINKI,Kerrostalo,4996,21418,7,92,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1928-12-31,Käytetään vakinaiseen asumiseen,103161205T,09101103120009,24.95299485,60.18150298,50fc99e9-8a33-4ecb-9873-0fe5bf0b684c
2216,Castréninkatu 30 | Kaarlenkatu 10,00530,HELSINKI,Kerrostalo,4993,20431,6,96,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1929-01-01,Käytetään vakinaiseen asumiseen,103161288F,09101103260010,24.95111242,60.18595587,3e86566a-168d-491a-88cb-f963efd8e815
2217,Kallioportaankatu 12 | Paciuksenkatu 27 | Paciuksenkaari 29,00270,HELSINKI,Julkinen rakennus,4993,23330,5,4,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Teräs,Elementti,1998-12-31,Käytetään vakinaiseen asumiseen,1032385250,09101505810005,24.89180546,60.19532823,84fceff0-17f6-4aed-9e43-ab2f034b640c
2218,Vaasankatu 15,00500,HELSINKI,Kerrostalo,4991,19679,6,81,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1938-01-01,Käytetään vakinaiseen asumiseen,103180572J,09101203600015,24.95731558,60.18858451,2879937e-2119-4268-9a54-22ff5b06c262
2219,Käpylänkuja 5 | Kullervonkatu 18,00610,HELSINKI,Kerrostalo,4990,20795,6,57,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2017-09-21,Käytetään vakinaiseen asumiseen,1035344543,09102508270002,24.9552453,60.21635151,e6a437ef-b06f-4db6-829d-4ac6484aa834
2220,Pitäjänmäentie 12 | Kutomotie 2b,00380,HELSINKI,Kerrostalo,4989,23227,7,116,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2011-01-28,Käytetään vakinaiseen asumiseen,101632965R,09104600010006,24.87609809,60.21448783,c075a58e-d558-4cba-ab6a-e1646dbab207
2221,Pyynikintie 2 | Tiirismaantie 9,00710,HELSINKI,Kerrostalo,4988,15640,7,65,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1973-01-01,Käytetään vakinaiseen asumiseen,102195682W,09103803110001,24.99816363,60.23219436,41ef8640-89a5-4a8d-a0b6-f32900baf6d1
2222,Hernepellontie 26,00710,HELSINKI,Kerrostalo,4988,27130,4,58,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2011-02-25,Käytetään vakinaiseen asumiseen,1031170138,09103600620015,24.99668576,60.22681894,4a0f12bd-fe99-4d8d-8ade-74ea73104b96
2223,Hämeentie 70,00550,HELSINKI,Kerrostalo,4987,18229,7,72,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1953-12-31,Käytetään vakinaiseen asumiseen,103273144R,09102205800070,24.96405513,60.1910145,ddbef133-179b-4f81-ae37-28cd34c7e64d
2224,Pengerkuja 6 | Pengerkatu 9,00530,HELSINKI,Kerrostalo,4986,19219,7,72,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,,1938-01-01,Käytetään vakinaiseen asumiseen,1031613117,09101103310009,24.95729253,60.18402135,c79462c4-84e7-413d-bab3-8953382091bf
2225,Kasöörinkatu 2,00520,HELSINKI,Kerrostalo,4984,16915,13,70,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1974-12-31,Käytetään vakinaiseen asumiseen,103267025B,09101700010001,24.94191188,60.19722936,6ea9388e-027c-4d34-a97f-e6afa9b2ccae
2226,Abraham Wetterin tie 14,00880,HELSINKI,Kerrostalo,4983,28329,5,72,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2012-12-20,Käytetään vakinaiseen asumiseen,102629294C,09104300400006,25.04500625,60.19349052,1cbab4f9-2d40-468b-a8ca-0a4b6e195dc6
2227,Kangasalantie 10 | Rautalammintie 1a | Kangasalantie 12 | Karstulantie 1a,00550,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",4982,20968,,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Paikalla tehty,2023-03-29,Käytöstä ei ole tietoa,103924631E,09102299030101,24.9560721,60.19726879,b7d450c8-2792-43b3-a83a-f3f965bf84f3
2228,Fabianinkatu 6,00130,HELSINKI,Julkinen rakennus,4980,19333,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1939-01-01,Tyhjillään,103046230X,09100300480014,24.94911086,60.16629042,06b2e83d-87e6-472e-9d70-05df67df5839
2229,Johanneksentie 2 | Tarkk'ampujankatu 11 | Johanneksenrinne 2,00120,HELSINKI,Kerrostalo,4978,19191,6,37,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1911-01-01,Käytetään vakinaiseen asumiseen,103103811C,09100701070011,24.9444745,60.16116173,7b40291a-5e30-4164-8f28-26111adfc81c
2230,Kivikonlaita 24,00940,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",4975,41900,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2016-11-02,Tyhjillään,103558774L,09104700460042,25.05819575,60.2444123,4b0a81a0-0a38-44f9-83d7-013db5241420
2231,Vyökatu 9,00160,HELSINKI,Kerrostalo,4972,20344,4,38,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1904-12-31,Käytetään vakinaiseen asumiseen,103132609B,09100801590009,24.9686268,60.168118,ee54f3c1-b143-449d-a52f-37c5568a9d91
2232,Ida Aalbergin tie 3a,00400,HELSINKI,Kerrostalo,4971,15541,12,72,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1958-01-01,Käytetään vakinaiseen asumiseen,103448441F,09102901390005,24.89877791,60.23101675,9148982f-619f-49d4-802e-fd43ef5bc258
2233,Naurunkatu 5 | Tongankuja 3,00220,HELSINKI,Kerrostalo,4971,16960,5,60,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,2025-06-18,Käytetään vakinaiseen asumiseen,104148547J,09102000820003,24.9095757,60.15192996,95306ee8-0549-41a6-8afd-77817fb04be6
2234,Sepänkatu 19,00150,HELSINKI,Kerrostalo,4970,17901,7,62,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1927-01-01,Käytetään vakinaiseen asumiseen,103093969W,09100501230019,24.93646147,60.15818088,2c0bde3b-a196-48a1-9b9b-6839d4647998
2235,Klaavuntie 8,00910,HELSINKI,Kerrostalo,4968,17413,3,64,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,,1961-01-01,Käytetään vakinaiseen asumiseen,102002548S,09104502080003,25.09604968,60.21041807,06d3d899-ef96-4375-998c-c98dea1672f1
2236,Vironkatu 1 | Meritullinkatu 14,00170,HELSINKI,Kerrostalo,4966,20471,5,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1884-01-01,Käytetään vakinaiseen asumiseen,1030270751,09100100160007,24.95811453,60.17252821,7ea7f090-e0ef-4992-b040-bf27c32dda42
2237,Nilsiänkatu 6 | Mäntsäläntie 4 | Pälkäneentie 1,00510,HELSINKI,Julkinen rakennus,4965,25940,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1960-12-31,Tyhjillään,1032732184,09102206990006,24.95268263,60.19404588,19d3520c-1067-43ae-a1d1-d628fe39a578
2238,Gunillantie 24 | Koirasaarentie 36,00870,HELSINKI,Kerrostalo,4965,18170,6,63,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2016-10-13,Käytetään vakinaiseen asumiseen,100678279D,09104900470001,25.03220239,60.17143066,586b0fdf-ebaf-48da-ba27-5de75a66109a
2239,Helsinginkatu 2b | Pengerkatu 29,00500,HELSINKI,Kerrostalo,4964,20401,7,92,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1937-01-01,Käytetään vakinaiseen asumiseen,103170970T,09101103430004,24.96042639,60.18728513,c583a8b2-5584-4515-9ebd-5c772977fbf3
2240,Iiluodontie 6,00980,HELSINKI,Kerrostalo,4963,16600,7,68,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1994-04-28,Käytetään vakinaiseen asumiseen,102319091U,09105401230003,25.14454437,60.20498912,02a9b60f-f437-4ce5-a738-dadd6a28719d
2241,Ida Aalbergin tie 3a,00400,HELSINKI,Kerrostalo,4963,15464,12,72,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1958-01-01,Käytetään vakinaiseen asumiseen,103448442H,09102901390005,24.89861886,60.23152621,e58ca061-16b4-4dea-9310-d31434f1f540
2242,Kauppiaankatu 2 | Kruunuvuorenkatu 7,00160,HELSINKI,Kerrostalo,4962,23283,4,19,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,,1902-01-01,Käytetään vakinaiseen asumiseen,103132622S,09100801610007,24.96520586,60.16688888,8c92b3ee-5d9c-457c-9816-3b0e7138829b
2243,Malminkartanonkuja 3,00390,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",4961,26150,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1981-09-04,Tyhjillään,100782163H,09103200430009,24.84841187,60.24333235,aa75adeb-21ce-4b85-b9d8-25a879eb449f
2244,Kaj Franckin katu 1 | Kaj Franckin aukio 3,00560,HELSINKI,Kerrostalo,4960,19000,6,56,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Teräs,Elementti,2004-12-28,Käytetään vakinaiseen asumiseen,103282656K,09102301200024,24.97949844,60.20828032,05165e71-1548-42a3-98c2-384fe083e5b8
2245,Kallvikintie 93,00960,HELSINKI,Kerrostalo,4959,16100,6,62,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2020-11-20,Käytetään vakinaiseen asumiseen,103739192J,09105400530008,25.13675811,60.22359712,0f7cc85b-49fc-4dfc-83e6-9f67be59f8e3
2246,Kallvikintie 57,00980,HELSINKI,Kerrostalo,4959,18736,7,64,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2000-10-25,Käytetään vakinaiseen asumiseen,102328658E,09105401740008,25.13589363,60.207661,73555b7b-d980-4b8a-8f03-6b921b77d983
2247,Pakilantie 122,00670,HELSINKI,Julkinen rakennus,4957,37045,2,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Teräs,Elementti,2003-11-03,Tyhjillään,103060150Y,09103500660004,24.91686899,60.25328985,929485a1-f2d0-4d13-9ef7-cf5f0e4e8881
2248,Pengerkatu 25,00500,HELSINKI,Kerrostalo,4955,18148,7,89,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1928-01-01,Käytetään vakinaiseen asumiseen,103170972V,09101103430025,24.96003403,60.1866324,f64956ec-34ac-4621-80ee-4179eb0d77e3
2249,Neitsytpolku 6 | Pietarinkatu 8,00140,HELSINKI,Kerrostalo,4951,19902,5,65,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1977-12-31,Käytetään vakinaiseen asumiseen,1031130746,09100701290008,24.94925489,60.15732867,2556d31f-ce74-4ac7-bee6-be3fe29faf7d
2250,Suolakivenkatu 6 | Niittaajankatu 1,00810,HELSINKI,Kerrostalo,4950,18800,7,60,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2001-06-27,Käytetään vakinaiseen asumiseen,101878213Y,09104302810001,25.02603819,60.19093706,075f391c-c201-47f0-9c21-8da6f2360185
2251,Fredrikinkatu 81 | Lutherinkatu 8,00100,HELSINKI,Kerrostalo,4950,18635,7,48,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Tiili,Paikalla tehty,1926-12-31,Käytetään vakinaiseen asumiseen,103199769T,09101304170081,24.92625833,60.17253647,d635b257-54dd-4206-8316-5af49ee06b6d
2252,Pietarinkatu 15,00140,HELSINKI,Kerrostalo,4950,18182,6,97,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,,1937-01-01,Käytetään vakinaiseen asumiseen,1031038931,09100701280015,24.94638636,60.15738303,e52b0980-e208-4410-a92a-cdd170c50d24
2253,Klaneettitie 1,00420,HELSINKI,Kerrostalo,4949,14930,9,66,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1975-12-31,Käytetään vakinaiseen asumiseen,100914536L,09103301790001,24.8776369,60.23787485,0fe76bc0-4e1d-4fc2-8e5d-e8f21dba9165
2254,Klaneettitie 1,00420,HELSINKI,Kerrostalo,4949,14930,9,71,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1974-12-31,Käytetään vakinaiseen asumiseen,100914535K,09103301790001,24.87819388,60.2373628,73e88196-2b81-4717-a073-eccdf97e1bfc
2255,Märssykuja 1 | Meri-Rastilan tie 1 | Vuotie 7,00980,HELSINKI,Kerrostalo,4948,17100,5,72,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1991-10-22,Käytetään vakinaiseen asumiseen,100095523U,09105402270001,25.11780593,60.20491765,b0c27bdd-04d0-4a78-8cfa-39834f4e679f
2256,Hietalahdenkatu 4 | Lönnrotinkatu 36,00180,HELSINKI,Kerrostalo,4947,18043,5,33,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1886-01-01,Käytetään vakinaiseen asumiseen,103065347L,09100400820027,24.92841822,60.16257329,03dd590f-59c9-4a77-bafb-160fbb9d2b53
2257,Berliininkatu 9 | Berliininkuja 5,00560,HELSINKI,Kerrostalo,4946,19892,12,66,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2015-01-19,Käytetään vakinaiseen asumiseen,100983553Y,09102301000074,24.97489322,60.2036473,484f5f39-b945-4ced-8b4b-28c033cc5e80
2258,Albertinkatu 32 | Bulevardi 23-27,00180,HELSINKI,Julkinen rakennus,4943,29600,,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,,,,1879-01-01,Tyhjillään,1030653047,09100400770016,24.93337121,60.16348597,7dc53a5f-d0da-4ab0-b6e4-1c99f3455bbe
2259,Gibraltarinaukio 4,00220,HELSINKI,Kerrostalo,4942,18970,8,84,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2023-03-29,Käytetään vakinaiseen asumiseen,103910788W,09102008330004,24.91215396,60.15587783,4de2439b-877b-4845-bcbb-1a5bc63cf2e8
2260,Sirrikuja 1,00940,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",4940,27076,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1986-12-31,Tyhjillään,101767594L,09104701640006,25.07824963,60.23116012,20232f64-cbe5-43db-acf3-e6dc8a5398e8
2261,Lönnrotinkatu 39 | Hietalahdenkatu 6,00180,HELSINKI,Kerrostalo,4940,18190,1,54,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1925-01-01,Käytetään vakinaiseen asumiseen,1030653357,09100400810026,24.92796858,60.1628447,ac34674e-f069-4c7a-912f-880c2cfa8efd
2262,Rikhardinkatu 1 | Kasarmikatu 44,00130,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",4940,20264,5,4,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1899-01-01,Käytetään muuhun tilapäiseen asumiseen,1030462353,09100300490002,24.9472381,60.16626142,d3ed00c6-f843-4e55-ba10-d5d2708fe828
2263,Keinutie 7,00940,HELSINKI,Kerrostalo,4938,16687,8,72,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1966-01-01,Käytetään vakinaiseen asumiseen,101691438Y,09104700180004,25.0694992,60.23776922,511a92e6-1bb7-41c7-8124-0ed037a6d6a6
