rank_gfa,address_fin,postal_code,postal_office_fin,main_purpose_fi,gross_floor_area,volume,number_of_storeys,apartment_count,heating_method_fi,heating_energy_source_fi,facade_material_fi,load_bearing_material_fi,construction_method_fi,completion_date,usage_status_fi,permanent_building_identifier,property_identifier,lon,lat,building_key
196,Otavantie 9 | Kauppaneuvoksentie 5 | Lauttasaarentie 28,00200,HELSINKI,Julkinen rakennus,17477,119420,7,136,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2016-11-18,Käytetään vakinaiseen asumiseen,102821526D,09103100380012,24.88115048,60.15995742,1f9f3a52-8a61-4e83-85c2-904bfe396180
197,Ajomiehentie 1 | Ristipellontie 8 | Ristipellonkuja 2,00390,HELSINKI,Julkinen rakennus,17470,148260,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1990-12-31,Tyhjillään,100782126A,09103200370020,24.84957041,60.23916545,6c9514c9-a2cd-4112-a04f-fc14d2ea71b5
198,Aleksanterinkatu 3 | Hallituskatu 4 | Ritarikatu 2 | Snellmaninkatu 1,00170,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",17460,89842,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1822-01-01,Tyhjillään,1030176201,09100100010004,24.95471412,60.16980813,2731f884-fd80-412a-88ae-97285ff0c2f9
199,Porkkalankatu 4 | Mechelininkatu 1a,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",17433,105400,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2000-12-04,Tyhjillään,103055978C,09100400040002,24.9219548,60.16417864,38db8474-2057-44f8-a37d-078f58f64ec1
200,Agnes Sjöbergin katu 2 | Latokartanonkaari 13 | Talonpojantie 1 | Mustialankatu 1,00790,HELSINKI,Julkinen rakennus,17389,95000,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2003-10-21,Tyhjillään,103127006L,09103602070014,25.0218707,60.22960396,0c2e934f-44c8-4026-b065-f925736e21ae
201,Tukholmankatu 10 | Paciuksenkatu 5,00290,HELSINKI,Julkinen rakennus,17271,55936,9,4,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1940-12-31,Käytetään vakinaiseen asumiseen,103238492X,09101505260003,24.90203351,60.19110726,6fdc1d45-21d5-41b3-a966-8e978b57d976
202,Seilorinkatu 17 | Laivanrakentajanpolku 3,00980,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",17258,78930,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2008-08-26,Tyhjillään,100125433N,09105499060020,25.17861974,60.22504069,c9ca3663-486b-454c-af46-3dfd6493fe1b
203,Kaikukatu 4 | Lintulahdenkatu 3a | Lintulahdenkuja 4a,00530,HELSINKI,Julkinen rakennus,17238,83800,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1923-01-01,Tyhjillään,1031423630,09101002890015,24.9603071,60.18339414,eb390b54-0379-48bb-b50b-4626a6bb6130
204,Teollisuuskatu 1a | Vääksyntie 1 | Mäkelänkatu 2,00500,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",17203,93132,8,2,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1988-12-31,Tyhjillään,103273137H,09102205620001,24.96213813,60.19022159,45e37eb5-b257-4f8d-91be-18f36419e346
205,Metrovarikonkuja 6,00880,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",17200,130090,3,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1980-12-31,Tyhjillään,101992872M,09104501960022,25.06536855,60.21285712,12adb7d7-8df5-46d2-8eb3-7e01110b2380
206,Liukumäentie 15,00640,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",17157,226900,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Paikalla tehty,1974-12-31,Tyhjillään,103377246V,09102800520029,24.97821343,60.23560131,3293fcfa-8ba2-462b-bc12-71cb30ca03ff
207,Mikonkatu 8 | Ateneuminkuja 2,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",17081,67064,10,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1961-12-31,Käytetään vakinaiseen asumiseen,1030461733,09100200970003,24.94463235,60.16959823,3a9632bf-fe93-43bf-8ecc-d1bed2d2e865
208,Koskelantie 39,00610,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",17034,118125,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1953-12-31,Tyhjillään,1033095836,09102409540001,24.97094924,60.21549691,51d7a9ea-8931-4241-b9cc-f10ffc3985de
209,Messuaukio 2 | Veturimiehenkatu 5 | Rautatieläisenkatu 5,00520,HELSINKI,Julkinen rakennus,16988,68480,5,2,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1978-12-31,Käytetään muuhun tilapäiseen asumiseen,1032762885,09101700400006,24.93521729,60.20184078,eace9604-c7ab-412f-9bfd-ee6b9158c191
210,Siilikuja 5,00800,HELSINKI,Julkinen rakennus,16855,65261,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1972-12-31,Tyhjillään,103236243C,09104301250004,25.03644053,60.20733039,d704da8b-9dac-40e5-ab8b-cace49628dfd
211,Prinsessantie 2,00820,HELSINKI,Julkinen rakennus,16825,68820,3,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1978-12-31,Tyhjillään,101868532N,09104302230001,25.05992103,60.20668803,431acb51-c2e3-4cfc-a528-fa930cbcc66a
212,Töölönlahdenkatu 3,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16800,82600,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Paikalla tehty,2014-01-28,Tyhjillään,103356159M,09100200150004,24.93928736,60.17377266,19883c99-c8ba-4e63-82fb-348b241a4c1c
213,Kulmavuorenkatu 1 | Hämeentie 33 | Vilhonvuorenkatu 2-4,00500,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16784,103966,12,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Paikalla tehty,1962-12-31,Tyhjillään,103142322N,09101002860001,24.96412431,60.18815035,f174e32a-76c3-42b3-9873-8d48bd2d26e6
214,Työpajankatu 2 | Sörnäistenkatu 1 | Työpajankatu 3,00580,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16687,101000,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1994-12-31,Tyhjillään,103142285F,09101002820003,24.9695274,60.18944578,eacab6ce-a0e8-4abc-9032-5617185a4413
215,Eteläesplanadi 2 | Unioninkatu 19-21 | Eteläranta 18-20,00130,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16685,68703,8,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Betoni,Paikalla tehty,1913-01-01,Tyhjillään,103046215E,09100300460020,24.95182798,60.16694322,d5a67ca1-5e4b-47d7-a7bf-5c3dbddcfbfb
216,Topeliuksenkatu 5b | Töölönkatu,00260,HELSINKI,Julkinen rakennus,16627,44482,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1932-12-31,Tyhjillään,1032192773,09101404790053,24.92228436,60.18093526,89ac66e3-adb3-43cd-985f-ad681f4b4009
217,Rautatieläisenkatu 10 | Veturimiehenkatu 4 | Ratapihantie 11,00520,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16600,92000,9,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1988-12-31,Käytetään vakinaiseen asumiseen,103267071U,09101700260002,24.93450421,60.20084166,0e2dfc91-b7cb-43d2-b169-80906c12dfe7
218,Kirkonkyläntie 22 | Talvelantie 6,00700,HELSINKI,Julkinen rakennus,16590,74500,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2014-03-24,Tyhjillään,101504312M,09103801220019,24.99844855,60.25387152,5a543934-d6ff-4165-8754-83a6ff3179ca
219,Kasarmikatu 13,00130,HELSINKI,Julkinen rakennus,16515,83673,4,3,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1888-12-31,Tyhjillään,103113185S,09100701970001,24.94916651,60.16163863,8a5d69fd-4d7a-478f-94a0-9418af0aaf36
220,Hylkeenpyytäjänkatu 4,00150,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16444,562107,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1978-01-01,"Muu (sauna, liiteri, kellotapuli, yms.)",103303860K,09102001760020,24.92743643,60.15641424,f0bf2124-8f2b-47e2-92b8-61a8cbc1a2f9
221,Sulhasenkatu 1 | Sulhasenkuja 1 | Porkkalankatu 3,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16440,98500,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1986-12-31,Tyhjillään,1033039405,09102007870004,24.91092062,60.16480451,c1810d18-74ef-4c45-8154-b6454103503f
222,Lyypekinkuja 5 | Gotlanninkatu 11,00930,HELSINKI,Julkinen rakennus,16438,65872,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1988-02-24,Tyhjillään,101992787W,09104501770006,25.08284105,60.20944639,90dab2d5-7ade-4e80-b883-6b8b07c62005
223,Rautapolku 2 | Valimotie 13a,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16431,74247,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1945-12-31,Tyhjillään,101642879J,09104600510004,24.87979337,60.21792423,3b2922ed-02be-4a64-8a98-8e8fbd4eec15
224,Unioninkatu 40 | Fabianinkatu 39 | Kirkkokatu 19 | Yrjö-Koskisen katu 1,00170,HELSINKI,Julkinen rakennus,16425,71578,1,8,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1939-01-01,Käytetään muuhun tilapäiseen asumiseen,103036826K,09100200420005,24.94939801,60.17267204,3f51401b-7647-49b3-9da2-b30f5240eb8c
225,Kellosilta 6 | Asemamiehenkatu 4 | Ratamestarinkatu 10,00520,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16399,74696,14,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1977-12-31,Tyhjillään,103267074X,09101700290001,24.93868963,60.20056548,1b963112-ce17-40cf-9f7f-cfcbb9ed8f0c
226,Itämerenkatu 11 | Porkkalankatu 14,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16397,105905,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1999-12-31,Tyhjillään,1032950125,09102000020013,24.91585426,60.16402892,4f75b349-7c0c-49e2-a58c-4a6d58a5d854
227,Kyttäläntie 3 | Konalantie 47,00390,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16362,89200,4,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Teräs,Elementti,1991-10-17,Käytetään vakinaiseen asumiseen,100782135L,09103200390002,24.84576143,60.23994799,3765ff7b-01f1-4e87-a61a-14fe7293d7b6
228,Tyynenmerenkatu 2 | Jätkäsaarenlaituri 5,00220,HELSINKI,Julkinen rakennus,16353,66139,16,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2016-10-17,Tyhjillään,103508129W,09102008030005,24.92207723,60.15967159,6e76c744-4307-4898-b0c9-e547f410429a
229,Hakamäenkuja 1 | Nauvontie 3,00280,HELSINKI,Julkinen rakennus,16343,110390,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2007-08-17,Tyhjillään,100884038T,09101607250001,24.90191571,60.20679701,50aca0fe-6eb0-4b5c-9c07-9a83ad8c7e04
230,Hiomotie 4 | Takomotie 1,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16311,82610,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1999-12-14,Tyhjillään,1016330427,09104600160014,24.87664938,60.21712841,41e5ad97-cf95-4764-95d5-f63398cce1c6
231,Aleksis Kiven katu 15 | Sturenkatu 17,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16275,86768,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1935-01-01,Tyhjillään,1032542187,09102203680035,24.95113373,60.19111182,42a97e89-cfeb-4fdc-a446-1184c00ece21
232,Sörnäisten rantatie 17 | Haapaniemenkatu 6,00530,HELSINKI,Julkinen rakennus,16187,69726,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1935-12-31,Tyhjillään,103142373A,09101002910011,24.9592294,60.18158117,dcbc4ee8-606d-410f-a9b3-6be0dc176042
233,Pietari Kalmin katu 3 | A.I. Virtasen aukio 1 | Väinö Auerin katu 12 | Gustaf Hällströmin katu 1,00560,HELSINKI,Julkinen rakennus,16186,77438,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1994-12-31,Tyhjillään,1033096091,09102409600003,24.96382513,60.20549871,6930ced0-21b9-4d6d-8d80-01cd68098060
234,Töölönlahdenkatu 1 | Elielinaukio 5,00100,HELSINKI,Julkinen rakennus,16105,74855,8,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Elementti,2003-03-27,Tyhjillään,103036762H,09100200110002,24.93984898,60.17257781,92e276a5-87aa-41d3-a74e-f56c593ed5cb
235,Veturitie 44,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16043,216300,1,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2007-12-21,Tyhjillään,1023940562,09143600030009,24.92878411,60.21200681,e7768ffa-1588-4fd5-af4d-f5b9833cd59e
236,Jan-Magnus Janssonin aukio 1 | Hämeentie 107a | Toukolankuja 1,00560,HELSINKI,Julkinen rakennus,16007,97200,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2004-06-24,Tyhjillään,1032826092,09102301000029,24.9653198,60.20147084,6ca37a69-ec1f-47cd-b487-66080efdfcc3
237,Läkkisepäntie 21,00620,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",16000,75000,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2012-07-27,Tyhjillään,102592902E,09102802990016,24.94283351,60.21996789,3c910ddf-ca65-4a21-8d54-2049c2ac9b05
238,Alppikatu 2,00530,HELSINKI,Julkinen rakennus,16000,69705,6,8,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1897-12-31,Käytetään vakinaiseen asumiseen,1031519829,09101103040003,24.93851728,60.18461986,789c6ad0-c0b2-4e40-ab2d-9d7f4a2dc6f9
239,Liukumäentie 13 | Mikkolantie 1,00640,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15986,75936,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Puu,,1976-01-01,Tyhjillään,103377218Y,09102800520003,24.97515491,60.23423434,05322bfc-3d6f-4ed8-a253-8d63c27e8ccf
240,Kotisaarenkatu 1b | Hämeentie 111 | Toukolankatu 4,00560,HELSINKI,Julkinen rakennus,15950,144000,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1964-12-31,Tyhjillään,103282713D,09102306770015,24.96778746,60.20299967,82163009-cf8e-4d61-98c9-f5419c507eb5
241,Nilsiänkatu 2 | Mäntsäläntie 1 | Elimäenkatu 1 | Sturenkatu 18,00510,HELSINKI,Julkinen rakennus,15882,68830,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1955-12-31,Tyhjillään,1032732173,09102206980001,24.95313236,60.19348697,405d5256-427f-4f42-a1b1-519a5960559c
242,Fabianinkatu 22 | Vuorikatu 1 | Yliopistonkatu 3,00100,HELSINKI,Julkinen rakennus,15869,70316,8,3,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1957-12-31,Käytetään vakinaiseen asumiseen,1030368080,09100200370016,24.94843303,60.170223,0c80e3dd-b70f-4a27-9f87-04e72180ee58
243,Haapaniemenkatu 7-9 | Sörnäisten rantatie 12,00530,HELSINKI,Julkinen rakennus,15819,60011,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1974-01-01,Tyhjillään,103151846W,09101003980001,24.95972709,60.17995413,ff8b99f1-d7b0-4868-9504-29cd4470cc0a
244,Kotikonnuntie 14c | Kontukuja 5,00940,HELSINKI,Julkinen rakennus,15797,74390,6,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2009-09-18,Käytetään vakinaiseen asumiseen,101691524R,09104700310011,25.08569283,60.24380587,0f235d6f-2a83-4762-8ce9-61b60c6b8bd6
245,Höyläämötie 1a,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15706,84600,6,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1984-01-01,Tyhjillään,101633082H,09104600250011,24.87987283,60.21473686,32779946-7697-43a2-9192-0f2f1a5e35c9
246,Yrjönkatu 3a,00120,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15700,76000,,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Kivi,Muu,Paikalla tehty,2003-08-12,Tyhjillään,1030463272,09100399030103,24.94366122,60.1652359,8f5c81a8-9052-4119-9508-83020699dcf9
247,Mechelininkatu 34a | Merikannontie 5,00260,HELSINKI,Kerrostalo,15690,74875,7,146,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1968-12-31,Käytetään vakinaiseen asumiseen,103219303X,09101404840006,24.9154167,60.17833041,58bdb72c-717f-41c8-9a5a-7b440a2abc83
248,Vuotie 47c | Aromikuja 4,00990,HELSINKI,Kerrostalo,15690,56459,24,216,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2023-06-01,Käytetään vakinaiseen asumiseen,103899091K,09105401800019,25.14877596,60.20706906,79bfea41-efc4-4613-a5e9-9f7b358bc968
249,Satamaradankatu 5,00500,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15661,90480,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2002-12-05,Tyhjillään,1032542132,09102203670014,24.95458269,60.19047347,55a2c81a-6bf5-450f-8a03-d5f7eaba10db
250,Kaisaniemenkatu 1 | Mikonkatu 13,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15567,70317,8,3,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1924-12-31,Käytetään vakinaiseen asumiseen,103036731H,09100200020003,24.94606155,60.17067128,c7e912ec-242e-4d29-85c6-e4fd55d3ee7d
251,Ruosilantie 16,00390,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15522,107297,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1992-12-09,"Muu (sauna, liiteri, kellotapuli, yms.)",100782158B,09103200420019,24.85054014,60.24201054,eac36543-76e6-499c-b851-a730f2415fb6
252,Nilsiänkatu 10 | Pälkäneentie 5-7,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15433,55477,5,3,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1934-12-31,Käytetään vakinaiseen asumiseen,1032732217,09102206990012,24.95156269,60.19464833,18918b3c-9a48-4af9-9147-8fb8afd8d31e
253,Elimäenkatu 15 | Pälkäneentie 12,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15411,60456,8,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1974-01-01,Tyhjillään,103273211W,09102206960002,24.94991019,60.19453297,abde5241-5759-4374-9ec9-8e5fecef40d9
254,Veturitori 5 | Veturimiehenkatu 2 | Ratapihantie 9,00520,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15400,81200,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1988-06-17,Tyhjillään,103267070T,09101700260001,24.9348169,60.20017289,66dff68c-8800-49e1-b402-4981e7cd706e
255,Viikki Rak B | Latokartanonkaari 7,00790,HELSINKI,Julkinen rakennus,15357,64317,9,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1963-01-01,Tyhjillään,103127011S,09103602070017,25.01822395,60.2286873,f02139e2-7185-4327-8c70-9607d03ddf60
256,Unioninkatu 43,00170,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15340,78860,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Betoni,Elementti,2004-12-07,Tyhjillään,1030272013,09100100450005,24.95089879,60.17462637,aa8ffe3b-dc95-456c-b265-c3e3da39154d
257,Hermannin rantatie 3,00540,HELSINKI,Kerrostalo,15325,46460,21,240,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,2023-11-28,Käytetään vakinaiseen asumiseen,1039719628,09101006210006,24.97767987,60.18681299,4f89013c-e415-4c4e-8d23-ff96a968fe58
258,Abraham Wetterin tie 4 | Kirvesmiehenkatu 1 | Sorvaajankatu 2,00880,HELSINKI,Julkinen rakennus,15313,78340,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1966-12-31,Tyhjillään,103216915W,09104300610006,25.04124438,60.19304877,6a404b43-fb20-4352-a386-31d60a71bc1b
259,Jauhokuja 3 | Varvasmyllynkuja 1 | Myllyruuhenpolku 2 | Myllyaukio 4,00920,HELSINKI,Julkinen rakennus,15245,132463,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1979-12-31,Tyhjillään,101992770B,09104501580001,25.07714124,60.22480311,aed485e4-b96d-4ed5-9c81-68b1dc68b150
260,Valimopolku 2 | Valimotie 22 | Hiomotie 13,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15232,69688,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1964-01-01,Tyhjillään,1032966821,09104600180024,24.87306716,60.22114888,b7623132-d50b-4d7f-a0f8-0e8cb6a1f06d
261,Hermannin rantatie 6,00580,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15212,80650,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2017-11-24,Tyhjillään,103556849H,09101005760001,24.97783951,60.18978841,7f75074d-a7f5-472a-8328-7991e759d5c8
262,Junailijanaukio 3 | Ratavartijankatu 2 | Junailijankuja 4 | Asemapäällikönkatu 12,00520,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15186,61700,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,,1974-12-31,Tyhjillään,1032670538,09101700150001,24.93719012,60.19800926,cf759796-fe98-41ed-8b58-d93d35ad9666
263,Porkkalankatu 11,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15149,175000,12,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1952-01-01,Tyhjillään,1033334547,09102007860006,24.90363736,60.16397988,25fc1b1e-3b59-46d8-b06a-35104008e5e8
264,Seilorinkatu 7,00980,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15121,68623,12,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2008-11-18,Tyhjillään,100125398J,09105403160004,25.17488552,60.22270813,d8d0729a-7379-4395-8f41-45f36f0c6fef
265,Läkkisepäntie 23,00620,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15067,80330,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Elementti,2008-10-02,Tyhjillään,103434125N,09102803110001,24.94372191,60.22048465,43a307ef-37f3-4945-972d-00e22edb3ba9
266,Salmisaarenranta 9 | Hiilikatu 2 | Salmisaarenaukio 1 | Energiakatu 2,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15063,90600,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2007-06-27,Tyhjillään,103295113D,09102000500001,24.90104702,60.16531312,b6a82ca0-5c62-480c-99a5-c976905e2dcc
267,Konepajanpasaasi 1 | Bruno Granholmin kuja 2 | Konepajanraitti 3,00510,HELSINKI,Julkinen rakennus,15047,116120,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1901-12-31,Toimitila- tai tuotantokäytössä,103254230L,09141000050000,24.9464129,60.19333813,9bd62350-1f84-4825-b237-3c9151bb0aba
268,Käärmeniementie 1,00980,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15006,144210,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2008-10-17,Tyhjillään,102328599J,09105499060020,25.17666163,60.21803535,44475e0f-79eb-4e43-9c54-0aad1e24172c
269,Käärmeniementie 1,00980,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15006,144210,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2008-10-17,Tyhjillään,102328600K,09105499060020,25.17486481,60.2178849,6901ac23-f7fc-43cc-b3a6-6e3c858a8859
